"names","values"
"itemid","52"
"event","Drawing Jack


I wish I could draw how much I love you.

I would draw the Madonna cuddling & nuzzling pudgy baby fingers.

I would paint colors
Fire engine red
Earthy Compost Brown
Tall Sunflower Yellow
Stiff Denim Blue
Stormy Ocean Gray

I would draw Mountains with bubbling streams and falling jagged rough boulders

I would draw a spiky furred Grizzly swiping sharp nailed paws at threatening enemies

I would draw humming birds sucking pink flower nectar from perfect yellow roses

I would draw the melody of the ABC song sung by a tiny boy voice while hammering white walls

I would draw giggles and tickles and laughter and big wet alligator tears and clinging clenched fists.

I would draw perfect bow pink lips puffing air in and out on my sleeping boys face

I would draw you.

But my heart would melt the paper."
"eventtime","2008-01-01 15:05:00"
"url","http://avachristi.livejournal.com/13368.html"
"userid","1175"
"itemid","51"
"event","Grief is a slippery nasty beast.  You go about your life, busy, busy, busy.  Then SLAM!  Tears, middle of lunch with brother's said widow, five year old child, widow's new husband, new baby and brother's former neighbor.  I just looked out the window, same view as my brother's dream house next door.  The house where he died.  My neice was counting the sailboats.  But one is missing.  My brother's sailboat.  Sold.  Gone.  Just like him.  I am sure they saw the tears.  Oh well."
"eventtime","2007-09-23 16:12:00"
"url","http://avachristi.livejournal.com/13306.html"
"userid","1175"
"itemid","50"
"event","Just so you know, the little blurb I wrote on the upcoming amnio is complete shite.  Who really believes the cliche ""whatever will be will be"".  Certainly not me.  I want this child.  I have seen it suck it's tiny thumb, I have felt it do summersaults for minutes on end, I have nurtured it through it's treacherous first trimester!  Jeez!  If it has downs or some other horrible malformation, I will be devistated.  Utterly, and thouroughly crushed.  Don't believe a thing I write.  God, who was typing that?  Pollyanna?  Miss-I-trust-the-universe?  Ugh!  Make myself ill sometimes.  So, for the record, I am NOT sanguine.  Ever."
"eventtime","2007-09-23 16:03:00"
"url","http://avachristi.livejournal.com/12991.html"
"userid","1175"
"itemid","49"
"event","So, we had our 8th ultrasound.  The baby has huge lips like alex, very cute.  he/she was opening his/her mouth over and over.  Alex said, ""uh, oh....already talking!  He thinks he is in big trouble....three talkers vs. him.  We have Amnio this week, hoping hoping it is not chromosonally challenged.  We're home free-ish after that.  Pregnancy is just a microcosm for motherhood.  Constant worry, rollercoaster ride of uncertainty mingled with hope and joy and pain."
"eventtime","2007-09-23 10:31:00"
"url","http://avachristi.livejournal.com/12798.html"
"userid","1175"
"itemid","48"
"event","So my tests came out 'mildly troublesome' and my dr. thinks that an amnio is in order.  At first I was freaked out, but now....well, I would rather know if there is something wrong instead of being surprised.  I wish I had just opted for it in the first place.  The things it can tell you about heart problems and genetic issues are amazing.  And, if nothing is wrong, we will have conclusive evidence of it's gender.  In the end, there are only a few things in this life we actually have control over.  I fought against my own nature for so long, now I just want what is supposed to 'be'.  If I am meant to have two children, I will.  If not, I have a perfect family that I wonder what I did to deserve such perfection.
TBC"
"eventtime","2007-09-09 20:38:00"
"url","http://avachristi.livejournal.com/12499.html"
"userid","1175"
"itemid","47"
"event","It is impossible for me to believe that I have not spoken to my brother in four years.  FOUR YEARS!  How do you go from speaking every other day to ...nothing.  He died suddenly, so it's not like we had a fight and can pick up the phone any month or year and mend fences.  He just vanished!  For 38 years he was my best friend, and then he evaporated into thin air.  Well, not exactly.  We creamated him, so he transformed into some pretty chunky ash.  We burried his ashes under a lovely piece of granite in the Vashon Cemetery.  I know where his remains lie.  But where is he?  Does he exist in another form?   If so, why has he not visited?  

My throat aches from missing him.  My heart constricts when I think of what he is missing.  His little girl is FIVE!  His wife has a new baby boy and a really expensive house and a doctor husband.  I have an amazing husband, a  two year old genious/boy and have another one on the way.  My mom and dad are friends.  Our stepmom (whom my dad left for his German Spinning instructor)is MY best friend....and I could write for years and not fill him in on the joys he is missing.  

Four years.  For the past three anneversaries I have spend caretaking my parents.  This year, I didn't want to see or feel their pain.  It is too intense and wrenching.  So, I took my son to the cemetery to just be where my brother is.  My son  played 'kick the ball' while I cried.  I cried so hard that my little guy ran over to me, put his head on my big tummy, patted me with his hand and said, ""I'm sorry mommy, Mommy sad.  Uncle Gregg's house is too small.""

My brother would have loved that toddler paragraph.  Maybe he heard it, wherever he is.  I just know that it doesn't get easier with time when someone dies.  It gets more difficult, painful, and heartbreaking.  With every new and lovely chapter in my life, there is a dark and sad knowledge that my brother is missing out again and again."
"eventtime","2007-09-08 21:38:00"
"current_moodid","38"
"url","http://avachristi.livejournal.com/12199.html"
"userid","1175"
"itemid","45"
"event","I may misspell many a word here, no time for correction as I must fit in sleep lately, yet, I must write.

I have a toddler.  A little boy.  It seems like last week I had a baby and now there is this little man coming round the corner with a roll of toilet paper unfurling behind him as he proudly says,""Jack paper, momma!"".  He turned two this month.  He is speaking in full sentences and using four syllable words.  He points out different makes of cars such as, ""Suburu car"", or ""Jeep"", or ""our car"".  He knows the name of every piece of construction equipment and he spends hours at his kitchen cooking and tasting and mixing.  I think he is brilliant.

My favorite thing about him is that he loves to dance.  He dances to The Wiggles (if you don't know the group, then you don't have a toddler!) and we do interpretive dance together to classical music.  He comes up with some lovely innovative moves. shakes his little 30 lb frame and giggles and turns, really nothing more delightful in the whole universe.  

After months, I finally found a dance class for two year olds, seems most people like to start dealing with children when thy are three so it was a really tough search.  Thing is, they don't start classes till August.  And I had already told my son we were going to a class to dance with kids on THURSDAY nigh which was tonight.

All week, he has been looking foward to this.  I know because at random moments he will look at me and yell emphatically, ""DANCE, KIDS!"".

As a substitute, I took him to Ober Park, the only kids park on the island, where they were haveing a free evening concert on the grass.  I thought it would be hippy-centric, full of bad balads and granola eaters.

I was wrong.

It was a feast of lovely Scottish music played on guitar and mandolynn, and a carnival of children playing and dancing on the summer grass.  Older kids were sliding down the steep grassy hills with pieces of card board, younger children ran in the center of the green yelling and laughing and dancing.  All my new friends were clustered around watching their children play in front of them, enjoying adult conversation and home made pop corn.   My little baby squirmed out of my clutches and joined the dancers. I sat with my friends and watched my darling boy become a part of the dance  until he was so exhausted from dancing and laughing that he launched on my lap, cuddled, and watched the 'Songs"".

It was my perfect night.  It was my son's dream come true.  I go to bed content that the universe delivered his desire to 'dance with kids'."
"eventtime","2007-06-21 23:22:00"
"current_moodid","108"
"url","http://avachristi.livejournal.com/11767.html"
"userid","1175"
"itemid","43"
