"names","values"
"itemid","4"
"event","hey school starts in two day...gr8 nomore summer...today i had to go to the denist...>.< but nothing bad happen and i have been workin on my fic(im a very slow writer...so bear with me!) i goin to step up tomrrow with my sis and friends^__^ and than i shop around at Sun Set! (i luv that place^^) than go home and sleep and walk up for school-_-
l8r
bye bye
tori"
"eventtime","2006-08-14 13:09:00"
"current_moodid","52"
"url","http://umibreezeforeve.livejournal.com/1044.html"
"userid","16207"
"itemid","3"
"event","hey once again nothin special happened today....um i went to the Coral Gables Country Club had a very yummy lunch! (^_^) than we went to a mall and bought...NOTHING wat i had no money-_-...school starts in 3 days for me...>.< and yeah thats all...
l8r
UmI!"
"eventtime","2006-08-13 16:37:00"
"current_moodid","125"
"url","http://umibreezeforeve.livejournal.com/806.html"
"userid","16207"
"itemid","2"
"event","hey sorry about not updatein u see i kind of lost my username...i know hard to believe...soo well heres the update...i just back from shoppin with my sis...i got 2 manga books, a pictures frame and a Miami Dolphins shirt for Saturday's game against the Jag...i got tickets soo im very happy that football is back!! (sorry but baseball, basketball arent really fun to watch) well thats all for now i got a to finish my fic before some reviews start to get mad at me...-_-
l8r
tori"
"eventtime","2006-08-11 17:03:00"
"current_moodid","5"
"url","http://umibreezeforeve.livejournal.com/601.html"
"userid","16207"
"itemid","1"
"event","hey well i guss i can say that today was a low back kinda of day...i work on my binder for the school year...i also made this LiveJournal!! ^__^
well talk to ya l8r
Tori"
"eventtime","2006-08-01 12:18:00"
"current_moodid","87"
"url","http://umibreezeforeve.livejournal.com/405.html"
"userid","16207"
