"names","values"
"itemid","70"
"event","hey hey!!! well this week was loads of fun!! we only had to go for two days do that was funn. mandys party was awesome!! haha lots of fun. on tuesday after school..me and jenna and ryan went to jjs and we watched house of wax. haha that was fun. his dad brought us wendys!! omg there was a huge cockaroach in his kitchen!! but I killed it!!! woop woop.  haha ryan and jenna are so cute. hehe.  um on wednesday i jus went to my grandmas house then i went to practice.  yesterday was thanksgiving!! yum!! im still full!! haha after we ate...i went home with my cousins. haha there fun!! we went to the gym and played a lot of basketball...im ready for the season!! haha. then at 10:30 my uncle took us to da movies. we saw harry potter!! omg it was awesome!! butit was so0o long!! we didnt get out till 1:15!! wow!! i was like falling asleep..then this morning i woke up at 2 and i really didnt do anything today..i dunno what im gonna do tomorrow so call me!! byeee!!

erika*"
"eventtime","2005-11-25 18:26:00"
"current_moodid","25"
"url","http://erika-luvs-ewe.livejournal.com/18166.html"
"userid","4666"
"itemid","69"
"event","omg!! this week has been super fun!!! well on friday, ali came over!!! haha we had the best time...we walked to moe's and hung out for a while then we came back to my casa and chilled....chilled meaning her talking about ryan the whole time!! haha jp.  then on saturday, i went to the DRUMLINE!!! it was awesome!! i went with sammy, steph, gabby, and sandra.  haha while we were waitin for stephs dad to come pick us up, this dude came over to us!! haha he laid on the ground and was like rubbing his chest and stuff!! omg it was halarious!! haha then like all these cars kept honking at us!! haha.  then i came home and changed super fast and went to volleyball!! haha me and lanie were jus talking the whole time!! haha remember lanie?? our plan about pops and popafabulous?? haha!! then i came home and jus fell asleep.  then i went to work on sunday.  then on monday, omg haha fun times!! haha me and tim were jus laughing sooo hard in science!! he was like isatbeeeeee!!!
hahahaha.  after school me and lay lay went to volleyball practice. haha that was super fun. then today..ugh we ran a mile in athletics..haha but me and lanie made it fun!!  lol.  then in math i jus talked to mel and kat.  in history we took a test. omg after the test i was puttin on my eye makeup and mr. d was like starin at me!! haha he was like how do you put that on?? hahaha. then he was like everyone give your papers to erika!! the girl with the pretty eyes!! haha i was like awww.   lol then in science haha me and charlie and justin had to do this thing with pennies. haha fun fun!! then in ela...ana!!!!! haha me and her always have fun in ela.  we went to the computer lab. haha.  then after school i talked to jj and joel for a while, then i went outside and talked to tim and mario and monkey, then i went and talked to nicky and neven then i talked to moshe for a while. now im here and im gonna go out to eat with my mommy!! byeee guys!! lyl!!

erika*
                HAPPY BIRTHDAY ANA!!!!"
"eventtime","2005-11-15 17:50:00"
"current_moodid","86"
"url","http://erika-luvs-ewe.livejournal.com/17735.html"
"userid","4666"
"itemid","68"
"event","rules of flirting! ...they're actually true!


FLIRTING RULES--
Girls: When you want to cuddle with him, tell him you're cold
Guys: automatically move closer to her. (if your stupid then you'll either say"" me too "" or you'll give her your jacket... don't)


Girls: During a movie, if he puts his arm around you, tilt your head on his shoulder
Guys: lift her chin up and kiss her.


Guys: When she tells you she loves you, look deep into her eyes, give her a peck on the lips, and tell her you love her too... and mean it.


Girls:When you're both laying under the stars, put your head on his chest and close your eyes as you listen to his steady heart beat
Guys: whisper in her ear and link your hands with hers.



Now make a wish about something you would like to happen
between you and your crush....



* ** *** **** *****
*********** ********** ********* ******** *******
******
***** **** *** ** * * ** *** **** ***** ******
******* ******** ********* ********** ***********
************
******************* ****************** *****************
**************** *************** **************
*************
************ *********** ********** ********* ********
*******
****** ***** **** *** ** * * ** *** **** ! *****
******
******* ******** ********* ********** ***********
************
************* ************** ***************
****************
**************** ****************** *******************
******************** ********************* ************
***********
********** ********* ******** ******* ***************
************** ************* ************ ***********
**********
********* ******** ******* ****** ***** **** *** **
*
* ** *** **** *****
*********** ********** ********* ******** *******
******
***** **** *** ** * * ** *** **** ***** ******
******* ******** ********* ********** ***********
************
******************* ****************** *****************
**************** *************** **************
*************
************ *********** ********** ********* ********
*******
****** ***** **** *** ** * * ** *** **** ! *****
******
******* ******** ********* ********** ***********
************
************* ************** ***************
****************
**************** ****************** *******************
******************** ********************* ************
***********
********** ********* ******** ******* ***************
************** ************* ************ ***********
**********
********* ******** ******* ****** ***** **** *** **
**
*********


STOP!! STOP!! STOP!! STOP!!

-now copy and repost this. if you don't you'll have bad relationships for 69 years

by 12pm tonight ur 1 true love will realize how much they want you.
if you don't repost this, your life (not just love life) will have bad luck forever !!!!!!!!!!!!!!!!!!!
[ repost the title ""rules of flirting"" ]"
"eventtime","2005-11-11 18:14:00"
"url","http://erika-luvs-ewe.livejournal.com/17641.html"
"userid","4666"
"itemid","67"
