"names","values"
"itemid","26"
"event","WELL I GOT SOMETHING to say IM BACK AND IM NOT GOING ANYWHERE 


I LOVE MY BABE"
"eventtime","2005-05-30 18:11:00"
"url","http://nvrletgo87.livejournal.com/6671.html"
"userid","11225"
"itemid","25"
"event","well today was very uneventful... lots of wrestling no fun lol. and then to top it i got the best headache which made sick because i get them bad it made me throw up! GROSS! but then i sleep for abot 30min. then went to practice and saw sarah right before ... i was happier lol!
 
But on a lighter side i got to see my love Sarah she makes me so happy so if im not happy its cuz i havent seen her! she makes me well in a simple way me ... lol 

well thats it im bored going 2 talk 2 my love 


later, 

pat

I LOVE SARAH ROSS"
"eventtime","2004-12-08 19:42:00"
"current_moodid","31"
"url","http://nvrletgo87.livejournal.com/6463.html"
"userid","11225"
"itemid","24"
"event","well, its been quite sometime since i last did this and im a little rusty alot has happen since i last updated. well my mom is bipolar and wont admit it haha. i quite my job and the most important thing of ALL  me and sarah have been going out for 6 MONTHS NOW!!!! im so happy no one knows my happiness. she makes me smile and laugh and fill warm inside knowing i have someone that cares about me and wants to be with this long and hopefully so much longer she makes smile from ear to ear i have a picture to prove it! she takes care of me when im sick and every time i need her! more or less i have grown so attached to her and i wouldnt have it anyother way! i love you so much SARAH ROSS, and dont forget it! lol



I LOVE SARAH!

Pat"
"eventtime","2004-12-06 21:31:00"
"current_moodid","48"
"url","http://nvrletgo87.livejournal.com/6305.html"
"userid","11225"
"itemid","23"
"event","<P>well today was three months for me and sarah and i love her so much she means the world to me&nbsp; she has&nbsp;made me the happiest i have ever been ...&nbsp; she makes me smile no matter&nbsp;what situation ...&nbsp;when she kisses me she sends fire works fly and chills down my body ... she makes me just straight happy&nbsp; and im in love and i know it </P>
<P>&nbsp;</P>
<P>babe if this is you i love you so much u make me so happy i have never been happier! u make me smile and laugh and and just feel comfortable to be my self with u ... i know i can trust u to never hurt me ... i love you so much </P>
<P>&nbsp;</P>
<P>well g2g laterz </P>
<P>&nbsp;</P>
<P>&nbsp;</P>
<P>im in love with sarah ross</P>"
"eventtime","2004-09-12 22:44:00"
"current_moodid","86"
"url","http://nvrletgo87.livejournal.com/5921.html"
"userid","11225"
"itemid","22"
"event","well i dont know what to say im tired and im going 2 bed ... lol ... i just want to say i love sarah ross and i dont ever want to lose her she means the world to me ... and i would be lost with out her"
"eventtime","2004-09-07 11:00:00"
"url","http://nvrletgo87.livejournal.com/5788.html"
"userid","11225"
"itemid","21"
"event","<FONT color=#ff0000><FONT size=7><STRONG>I LOVE SARAH ROSS</STRONG> SO MUCH</FONT></FONT>"
"eventtime","2004-09-02 02:18:00"
"current_moodid","86"
"url","http://nvrletgo87.livejournal.com/5426.html"
"userid","11225"
"itemid","20"
"event","<P><STRONG>well 3day was long and&nbsp; made me tired lol well i went to school and then to work lol 2 much fun...&nbsp; but the best part of the day is seeing sarah i love her so much she makes me smile so easy , i would be lost with out her , and for all u people who r complaining about me u can kiss my @$$ cuz im not kissing urs lol ... sorry to inform u of that lol... well any ways im hittin the sack cuz im beat laterz</STRONG></P>
<P><STRONG></STRONG>&nbsp;</P>
<P><STRONG>P.S. I LOVE SARAH ROSS</STRONG></P>"
"eventtime","2004-09-01 03:07:00"
"current_moodid","31"
"url","http://nvrletgo87.livejournal.com/5342.html"
"userid","11225"
"itemid","19"
"event","<P><FONT size=4><STRONG>well today i got to sleep lol it was fun i slept tell 1230 it was fun then i got up and got somethin 2 eat and called Sarah and she was going shopping with her mom so she said she would call me back .... so i cleaned the garage and went and got on the computer to look at buying me one of my own and my search was a sucess i found a few ... so i will look more after i get my check friday im excited lol ....&nbsp; i owe my dad though so yeah .... neways after that i got on the fone and talked a lil while to sarah ... then i got off to go to my memas and talk to her and check up on them and get my stuff i had left , then i came home then i got on the fone some more&nbsp; and then i went to get me a shower and i got my shower&nbsp; then i came back to my room and laid down and called sarah then well thats now im talking to sarah ... yeah well schools tomorrow and im excited i get to see</STRONG> <STRONG>sarah&nbsp; and will get to see her every day yeah!!!!!!!!!!!!!!!! lol</STRONG></FONT></P>
<P><STRONG><FONT size=4></FONT></STRONG>&nbsp;</P>
<P><STRONG><FONT size=4><U>well this is more important :</U></FONT></STRONG></P>
<P><STRONG><FONT size=4><U>today is me and sarahs 2 month 2 weeks ... and im falling more i love with her every day i love her w/ all my heart she is the most beautiful most sweet smart , loving caring person i have ever been with&nbsp; i love her so much ... i cant see an end in sight&nbsp; i know this is just the beging and yet im so in love ...&nbsp; and belive me i love her so much its so tuff to leave her when im with her ....&nbsp; i just want to hold her in my&nbsp; arms i would&nbsp; go to the end of the earth for her i love her</U></FONT></STRONG></P>
<P><STRONG><FONT size=4></FONT></STRONG>&nbsp;</P>
<P><STRONG><FONT size=4>well im going 2 bed </FONT></STRONG></P>
<P><STRONG><FONT size=4></FONT></STRONG>&nbsp;</P>
<P><STRONG><FONT size=4>laterz</FONT></STRONG></P>
<P><STRONG><FONT size=4>pat</FONT></STRONG></P>
<P><STRONG><FONT size=4></FONT></STRONG>&nbsp;</P>
<P><U><STRONG><FONT size=7>p.s i love sarah</FONT></STRONG></U></P>"
"eventtime","2004-08-29 02:43:00"
"current_moodid","15"
"url","http://nvrletgo87.livejournal.com/4901.html"
"userid","11225"
"itemid","18"
"event","well i went 2 bed at 2 and woke up at 7 to take the asvap test and its so weird cuz i took it so easy cuz i didnt try  cuz i didnt care and i got one of the highest scores in the last 3 years so yeah i was confused so know every service is gonna call and try to get me to join but i dont know if im gonna lol i dont think so ... lol then i went home and did my stuff around here and back to work i left about 4 and i got home at 10 ... so im kinda tired lol ... its ok though im now sittin on the fone with the most wonderful girl in the world i love her so much she has got 2 be the best girl anyone could ask for i know it i love her 

well thats it!!! its kinda short but yeah im tired lol late 

p.s. I LOVE SARAH ROSS"
"eventtime","2004-08-25 03:18:00"
"url","http://nvrletgo87.livejournal.com/4665.html"
"userid","11225"
"itemid","17"
"event","well....
today was great i got up about 11 and took my lil pain in the butt brother to get his hair cut after that we went to my mema's house for a sec then came home and i ploished up my room  and cleaned the kitchen so that was lame but it got better my dad came home and told me i could go to sarah so it took me all of two seconds to run to my truck and take off lol then when i got there i was instantly in a better place man o'man i love sarah so much she is so perfect for me she keeps me the happiest i have ever been i have never felt so much for one person and she has defently earned my love lol ... like she needed to ... i knew from the first day when me and justin rolled up at her house that i liked her and i wanted to be with her and i was determented so i got what i wanted !! lol i think she wanted it too lol whats so kewl about her is i can open up to her  and not be worried about if she is gonna say somethin or make fun of me ... cuz i trust her so much its easy for me to tell her anything and i have to thank her for that ... we talked for six hours last night and i opened up so much i told her stuff i have never told anyone ... she is just the most perfect girl for me ... well im gonna go laterz


p.s. I LOVE SARAH ROSS"
"eventtime","2004-08-24 03:03:00"
"url","http://nvrletgo87.livejournal.com/4378.html"
"userid","11225"
"itemid","16"
"event","well i woke up at 630 with a 101 temp man i was hot and had a head ache . not a good way to start the day i just didnt feel good .. then i went to work .. it wasnt to bad the people down there are pretty kewl and i just hang out stock and play with stuff and blow ballons its not to bad and i get payed for it so hey couldnt be to bad huh ? lol then i went to see sarah and celbrate .. so u guys no its national kiss day .. lol i got mine as i told her i would .. but the funny thing is that we both felt like crap but we will get better i know it .. then i went home layed on the bed with the lil stuffed animal puppys she gave me and fell asleep , works everytime , i love that thing .. cuz its from her ...  then i wopke up got in the net for a bit and went to watch tv and back to bed lol with my stuffed friend  then woke up and here i am ... well here is somethin u all should read : 



I don't wanna rush this thing
I don't really wanna jump the gun
I really wanna say those three little words
But I'm gonna bite my tongue

Yeah, I'm just gonna lay on back
Leave it on cruise control
I'm gonna hold it all inside
Till the right time comes down the road

Chorus:
I got a feelin'
My head's a reelin'
My heart is screamin'
I'm about to bust loose
Bottled up emotion
It's more than a notion
It starts with an ""I""
And ends with a ""U""
I got a feelin'
Are you feelin' it too

I guess I've all but said it now
So much for hopin' you'd go first
Don't leave me hangin' out here on a line
Baby, it's your turn
Say you could sleep last night
Swore that you could feel me breathe
Had you wantin' me right there by your side
Yeah, baby I know what you mean

Second Chorus:
I got a feelin'
My heads a reelin'
My heart is screemin'
I'm about to bust loose
Bottled up emotion
It's more than a notion
It starts with an ""I""
And ends with a ""U""
I get a feelin'
You're feelin' it too

Bottle up emotion
It's more than a notion
It starts with an ""I""
And ends with a ""U""
I got a feelin'
You're feelin' it too
You're feelin' it too
Yeah, you're feelin' it too
Feelin' it too
Oh, Yeah

 thoughs are the lyrics to the best song in the world ... it is the most important song to me , that is me and sarahs song ... i love sarah so much she means the world to me ... u guys have no idea ... everyday i find somethin new out and every day i fall deeper and deeper in love with her... she makes me smile no matter what she is the girl in my dreams i swear ... 

babe ... if this is you ... I just want to say .. thank you !! you make me smile and make me feel as if im always loved and i have someone to love u mean the worl i love u so much ..

we g2g late 

p.s I LOVE SARAH ROSS"
"eventtime","2004-08-19 03:07:00"
"url","http://nvrletgo87.livejournal.com/4275.html"
"userid","11225"
"itemid","15"
