"names","values"
"itemid","19"
"event","*Singing in my car and not caring who sees

*Sleeping the in the rain

*Eating and not worrying if it'll make my ass even bigger... who the hell cares if it does

*Getting hugs from people that care about me

*Stomach rubs

*Crying for no reason at all

*realizing those who are my real friends and those who trick me into thinking its real

*Listening to the kind of music that just makes you wanna think, dance, sing, and cry all at the same time"
"eventtime","2005-03-14 20:21:00"
"current_moodid","64"
"url","http://bootifulash00.livejournal.com/5117.html"
"userid","2041"
"itemid","18"
"event","Dustin you make me so happy:).

ummm so this weekend was good for many reasons... #1 i got to drink my little hiney off again lol. #2 me and dustin are finally together:).  how nifty is that?  ne who... im super hungy and i dont really feel like typing right now so im gonna end... this... post... now"
"eventtime","2005-01-30 11:36:00"
"current_moodid","59"
"url","http://bootifulash00.livejournal.com/4743.html"
"userid","2041"
"itemid","17"
"event","I'm really sick:(  I can't swallow at ALL it hurts so bad... for all you ppl that just took that the wrong way, fuck you.

Love is cruel."
"eventtime","2005-01-27 21:37:00"
"current_moodid","82"
"url","http://bootifulash00.livejournal.com/4513.html"
"userid","2041"
"itemid","16"
"event","I went tanning again 2 night, I have a nice bronzing effect going on now.

I went to El Rodeo 2 night for spanish club. Nachos de Pollo baby.


American Idol in 5 minutes... fuck yeah.

I work 2 morrow... fuck no:(.

I love you."
"eventtime","2005-01-25 19:51:00"
"current_moodid","102"
"url","http://bootifulash00.livejournal.com/4155.html"
"userid","2041"
"itemid","15"
"event","im in a bad mood and i dont know why im posting... but i am.  Im so glad I can never do anything right and no matter what i do its not the right thing to do.  im so fuckin sick of... everything.  Im sick of ppl being happy and knowing im unhappy but they still fuckin rub how happy they are in my face.  its an amazing feeling i tell you what."
"eventtime","2005-01-24 21:38:00"
"current_moodid","129"
"url","http://bootifulash00.livejournal.com/3975.html"
"userid","2041"
"itemid","14"
"event","ohhhh wow..... last night was quite eventful lol. I'll fill you in.

So chelsea spent the night.  We decided we would sneak out because its pretty much the only way we get to do anything anymore.  Luis called us and he was at a party so we decided thats where we would sneak out to.  It took us fuckin 45 mintues to sneak out bc we were really paranoid and shit bc my parents are really suspicious now.  We snuck out the window well in my basement and all of ryans little friends were down there like helping us and shit it was awesome.  So we got out and I think I got some form of temporary frostbite trying to go really slow and be quiet in the snow.  We left footprints in the snow (but we attepted to cover them when we snuck back in even tho we were intoxicated). We finally get to chelsea's car and drive out and get to ben's house, and we go inside and theres a shit ton of dark eyes vodka... gag me.  But when you wanna get trashed, you have to compromise.  So me and chels ended up having like, 4 or 5 shots each and we were feelin pretty good.  I had to drive home cuz by the time we had to leave she was like, gone.  Ben and jacob got taco bell.  I think ben shit his pants, at least thats what iszidro yelled when we were gettin ready to leave. I was to drunk to care.  He kept asking people if they wanted to get into a hard titty sword fight lol.  He was like GODDD i cant beleive i got my nipple hard for nothing! it was hilarious.  Some other events also occured that I dont really feel like mentioning that were pretty funny too.  We snuck back in and we were REALLLLLY  loud, well i correct myself, chelsea was really loud cuz she was fuckin drunk off her ass, but I was sobered up.  But anyway we snuck back in and just passed out on ryans bed, without the parents ever knowing.  We are so crafty!  So that was our night.  See, me and chelsea are so fun, next time you wanna do somethin, give us a call we will show you how to partay!!! im gonna eat.  Loves you!"
"eventtime","2005-01-23 13:48:00"
"current_moodid","117"
"url","http://bootifulash00.livejournal.com/3776.html"
"userid","2041"
"itemid","13"
"event","So I had to work this afternoon, and I got in there and I saw Breaunna was gonna be working on the sheet that tells you.  About 5 min. later someone calls in and tells johnny they are gonna be late.  Johnny fights with them on the phone for about 15 minutes and he gets off the phone and he says ""Hey ash you can cross breaunna's name off the list she wont be working with us anymore."" ohhhh my goddddd it was one of the happiest moments of my life that I can currently remember.  It was beautiful.  

Drivin home wasnt bad but some ppl got in a wreck like right in front of me.  It was kinda cool but they were pissed... obviously.  

I think I'm spendin the night at Chelsea's tonight... we have a nice fun little plan conjured up:) lol wow that was a pretty big word for me, Im doin better.  Anywho... I'm doin paint on here and its quite fun... let me know if you want me to make you a picture:).  Love yous!"
"eventtime","2005-01-22 16:34:00"
"current_moodid","125"
"url","http://bootifulash00.livejournal.com/3488.html"
"userid","2041"
"itemid","12"
"event","Wellllll today pretty much sucked because it was normal... just like every other day.  The highlight of my day was goin to B dubs 2 night... I got wings and chips and salsa baby, hell yeah.  The downside you ask? Wellll it was one of my many FAMILY trips to b-dubs. Omg I know.

So as many of you know I recently got in HUGE trouble because the parents found out how I like go out and drink every weekend and spend the night somewhere else than where I say I'm goin... well that is why I am posting at 8:30 on a friday night.  Am I grounded you ask? No.  I'm just not allowed to do ne thing I want, so I might as well be grounded. Mother Fucker.

I have nothing else to say."
"eventtime","2005-01-21 20:21:00"
"current_moodid","83"
"url","http://bootifulash00.livejournal.com/3327.html"
"userid","2041"
"itemid","11"
"event","Today was not a good day.  Not a good day at all.  Welllll I guess it was kind of due to last night when I figured out my life sucked again.  But hey what can you do- it would be weird if my life didnt suck.

I had to work 2 night.  It wasnt bad at all, I got to coordinate and shit like that.  I had to miss the Christmas Party  monday tho... everyone was talking about it and I felt left out.

I'm not goin to Indy this weekend anymore, I couldnt get off work:( oh well, looks like g-ma has to come stay with me now b/c my parents trust me about 3 shits worth so yeah... that'll be fun.

I just wanna be happy again, and I wanna be with you:(..."
"eventtime","2005-01-19 21:06:00"
"current_moodid","25"
"url","http://bootifulash00.livejournal.com/3066.html"
"userid","2041"
"itemid","10"
"event","Hey guys... I decided to start doin this thingy again... bascially because I have nothing better to do.

The dance was last night, I decided not to go at about 6.  Dustin came over:).  We watched Napolean Dynamite... that movie is soooo hilarious.  I'll probably buy it. 

There was WAYYYYY to much unecissary (I have no idea how to spell that word) drama last night.  I got a call from Chels with some news that I wont mention on here, pretty much b/c its none of your business lol.  But Chelsea I love you and everything is gonna work out hun:).  I wish I could tell you something to make you feel better but I can't so I'll just say what you already know... Im here for ya and I love you.

On Friday night I had to work with Breaunna :(... I should soooo start a ""Breaunna's a bitch"" club.  There would be quite a few joiners.  For all of those who dont know, I'm talking about Breaunna Vance, the girl that graduated last year and always had like, pink and purple under her hair.  I just love her, she makes my work life a living hell.  If anyone wants to TP her house with me, give me a call man- im game.

Well this has been a pretty pointless post, sorry If I made you toooo bored.  I love you all!"
"eventtime","2005-01-16 13:01:00"
"current_moodid","31"
"url","http://bootifulash00.livejournal.com/2789.html"
"userid","2041"
"itemid","9"
"event","Last night I had to work for 6 and 1/2 hours... fun stuff.  Im beggining to realize it really sucks.. but I guess all jobs do, so i dont have ne thing to complain about.

Tonight me and chels are goin to Lindsays party together.. its a swimming type thingy.  It'll be fun.. i need to get out and do sumthing ive been working all week.

I dont really feel like talking right now... so ill ttyl later, <3"
"eventtime","2004-08-06 15:43:00"
"current_moodid","7"
"url","http://bootifulash00.livejournal.com/2529.html"
"userid","2041"
"itemid","8"
"event","When the hell am I gonna stop feeling like this...

PS. Linds I know how you feel about your whole situation and I'm soooo sorry that you have to go through all that, no one deserves that.  It'll all be ok tho."
"eventtime","2004-08-04 15:20:00"
"current_moodid","25"
"url","http://bootifulash00.livejournal.com/2192.html"
"userid","2041"
"itemid","7"
