"names","values"
"itemid","4"
"event","well today is thanksgiving, last night sage slept over and i had matt,alec & jillian over too, we watched white chicks.  Love that movie anyway today i'm sitting down at and oval table with my brothers Darren & Jonathon and my mom, and also my dad came to visit so he'll be joining us as well haha.  Anyway i'm loving this 5 day weekend, well the start of this long weekend didn't start to well oh well....well this it write back later

             xo allison"
"eventtime","2005-11-24 13:28:00"
"current_moodid","18"
"url","http://allison10963.livejournal.com/1064.html"
"userid","508"
"itemid","2"
"event","Heyy...
   well me and louie...over anyway i have a field trip tomorrow gonna be funn!! not and then friday going to the flow [skate park] to watch the ONC premiere wahoo gonna be sweet, today was really uberlly boreing...got my phone in the mail yesterday yay!! only 58 days till florida can't wait!!
 <3 Allison"
"eventtime","2005-10-19 21:47:00"
"current_moodid","8"
"url","http://allison10963.livejournal.com/562.html"
"userid","508"
"itemid","1"
"event","Dear Live Journal [lol],

                **this is my first entry!!**
   Today was pretty good i went to the school and hung out with some people with toby[my dog]and yeah chilled there for a little then, Sara Pink, Breghan, Rachel, Katie, Ellen and this other girl i don't know her name and i felt embaressed...yeah but last night was the football game...i finally got out of dinner with my crazy family..it was so cute louie kept asking people for my number and was like wheres alli wheres alli...i loved it!! lol when i got there i hung out with allie and sara pink.  After the game was over we were walking around town and we went over to the bokers...yeah i sat by the fence with Sara, Kevin, Adam, Coleman & Louie.  I got bored//tired so Louie walked me home and then i went to sleep...even though i wasn't suppost to cause Louie was coming over at like 1 in the morning...i woke up at 5 in the morning and was like GOD DAMNIT!! well all together today was pretty good..
 
             <3 Allison"
"eventtime","2005-10-15 18:22:00"
"current_moodid","57"
"url","http://allison10963.livejournal.com/389.html"
"userid","508"
