"names","values"
"itemid","115"
"event","The BIG surgery date is getting closer and closer...and i am so excited!!!  Just to think this time next year i will have lost all of this i have been carrying around for years.  I have this amazing life to start and i am so stoked!  Its gonna be alot of change and work OMG do i kno. but hanging around troy and the groms, ima be fit in no time.  SURFS UP!!!"
"eventtime","2005-03-28 14:10:00"
"current_moodid","49"
"url","http://teendiva123.livejournal.com/29454.html"
"userid","15331"
"itemid","114"
"event","<P><U><STRONG>About Yourself <BR></STRONG></U><BR><STRONG>What is your full name</STRONG>::Daleia Shemell Tanea Porscha Arthur&nbsp;<BR><BR><STRONG>When were you born::</STRONG>&nbsp;August 15th&nbsp;<BR><BR><STRONG>What color eyes do you have::</STRONG> brown.<BR><BR><STRONG>And the color of your hair?:</STRONG> brown.&nbsp;<BR></P>
<P><STRONG>How tall are you::</STRONG> 5'6 <BR><BR><STRONG>Weight::</STRONG>&nbsp;Lets just say i wont be this weight for long&nbsp;<BR><BR><STRONG>Size Shoe::</STRONG>&nbsp;9.5-10 <BR><BR><STRONG>Size pants::</STRONG> ********************<BR><BR><STRONG>What city do you live in::</STRONG> va beach <BR><BR><STRONG>State?::</STRONG> va <BR><BR><STRONG>Do you have any siblings?:</STRONG> yes <BR><BR><STRONG>If so how many::</STRONG>&nbsp;4 <BR><BR><STRONG>boy.... girl.... ?:</STRONG> three girls and one boy<BR><BR><STRONG>Roughly count how many cousins you have::</STRONG> about 15 or more<BR><BR><STRONG>Where is the farthest you've ever traveled::</STRONG> florida i guess<BR><BR><STRONG>Where is the farthest relative you have::</STRONG>&nbsp;germany <BR><BR><STRONG>Which of your friends lives the farthest and where::</STRONG> Arantxa in Spain<BR><BR><STRONG>Describe yourself in one word::</STRONG> Random<BR><BR><STRONG><U>Let's see your favorites:</U></STRONG> <BR><STRONG>Color::</STRONG>&nbsp;pink and black&nbsp;<BR><STRONG>season::</STRONG>&nbsp;dont have one&nbsp;<BR><STRONG>drink::</STRONG>&nbsp;sweet tea and steel reserve....Bunnie YOU KNOW!!!&nbsp;<BR><STRONG>class::</STRONG> english&nbsp;and history sometimes&nbsp;<BR><STRONG>sport::</STRONG> soccer, football, motorcross, skateboarding, and surfing...oh yea and basketball<BR><STRONG>movie::</STRONG> The Notebook....Napolean Dynamite... and much much more<BR><STRONG>food::</STRONG> a lot.<BR><STRONG>state::</STRONG> californiaaaaa.<BR><STRONG>place::</STRONG> beach.<BR><STRONG>thing in your room::</STRONG> My tv</P>
<P><STRONG>relative::</STRONG> Keshia<BR><STRONG>animal::</STRONG> dog...Nanook<BR><STRONG>time of the day::</STRONG> sunset<BR><STRONG>thing to do::</STRONG> oh the possibilities<BR><STRONG>song::</STRONG> whutever<BR></P><U><STRONG></STRONG></U>
<P><U><STRONG>~~~About your friends~~~</STRONG> <BR></U><STRONG>Who would you say you're closest to::</STRONG> Natalie, dustyn, and angelina</P>
<P><STRONG>Knew the longest::</STRONG> out of those three...mmm...Natalie<BR><STRONG>Smartest::&nbsp; Natalie at times</STRONG></P>
<P><STRONG>funniest::</STRONG> Dustyn.<BR><STRONG>most friendly::</STRONG> Natalie.<BR><STRONG>most outgoing::</STRONG> Angelina.<BR><STRONG>happiest::</STRONG> Natalie ...she is jolly.<BR><STRONG>saddest::</STRONG> Rob and Ms Connie (Sad Fish)lol jk.<BR><STRONG>most unsmart lol::</STRONG> Sheree.<BR><STRONG>newest friend::</STRONG>&nbsp;angelina <BR><STRONG>weirdest::</STRONG>&nbsp;Donna and Natalie at times&nbsp;<BR><STRONG>one you can't stand::</STRONG> Ray Quinn and Jessica<BR><STRONG>farthest away (i know i asked this already):</STRONG>&nbsp;Arantxa <BR><STRONG>most creative::</STRONG> Donna.<BR><STRONG>GUY friend you like the most::</STRONG> George, troy, tyler, sam, tim, kenny, billy...they all are hilarious.<BR><STRONG>funnest::</STRONG> Dustyn.<BR><STRONG>most trustworthy::</STRONG> ummm yea i have a trust problem...i'm working on it though.<BR><STRONG>can't keep secrets well::</STRONG> Amanda and Taylor.<BR><STRONG>most talkative::</STRONG> Taylor and Jessica.<BR><STRONG>one you talk to the most::</STRONG> Natalie.<BR><STRONG>one you hang out with the most::</STRONG> Tim, Amanda, Aaron, Mike, Jeff, Taylor...lol.<BR></P>
<P><STRONG><U>*****Best subject every1 wants to know about: BOYS!!!</U></STRONG> <BR><STRONG>do you have a boyfriend::</STRONG> nope<BR><STRONG>if yes what's his name::</STRONG> <BR><STRONG>if no, do u have a crush::</STRONG> yes.<BR><STRONG>if yes: what's his name:</STRONG> *****.<BR><STRONG>(boyfriend or crush) where did u first meet him::</STRONG> at school...if i knew then whut i know now...<BR><STRONG>favorite thing about him::</STRONG> everything about him is great.<BR><STRONG>how long have u liked/gone out with him::</STRONG> liked him about 3 years<BR><STRONG>guys in general: what's your favorite thing about them:</STRONG> personality,hair,height.<BR><STRONG>What do you honestly see first in a guy looks or personality:</STRONG> looks.<BR><STRONG>what was the youngest you've ever had a guy like you::</STRONG> 16...hahaha<BR><STRONG>when was your first crush::</STRONG> 3rd grade.<BR><STRONG>first boyfriend::</STRONG>&nbsp;8th grade...i was a loser&nbsp;<BR><STRONG>How many serious boyfriends have u had:</STRONG>&nbsp;1 <BR>*****************<BR><STRONG>What is on your favorite pair of socks::</STRONG> white ones<BR><STRONG>whats your favorite snack::</STRONG> popcorn.<BR><STRONG>Favorite channel::</STRONG> comedy central, vh1, disney, BET, and MTV<BR><STRONG>how many pairs of jeans do you have::</STRONG> i ono.<BR><STRONG>how many shoes... everyone loves shoes!::</STRONG> i have no clue <BR><STRONG>which one do you like the most:</STRONG>&nbsp;my vans&nbsp;<BR><STRONG>favorite brand of water:</STRONG> evian or fiji.<BR><STRONG>which ice cream flavor do you think is the best::</STRONG> Chunky Monkey<BR><STRONG>what about the brand::</STRONG> ben and jerry's <BR><STRONG>where do you like to eat the best::</STRONG> a lot of places.<BR><STRONG>longest you've ever stayed awake:</STRONG> 2 days...i looked like i was on crack.<BR><STRONG>which friend comes and sleeps over most often: </STRONG>it use to be Dustyn :-( Good Times.<BR><STRONG>who's house do you go to the most (friend wise that is):</STRONG> Natalie<BR><STRONG>favorite thing to do in the summer:</STRONG> beach.parties.drink.getfuckedup.<BR><STRONG>favorite thing to do in winter:</STRONG> cuddle.<BR><STRONG>do you have a website:</STRONG> myspace<BR><STRONG>do you like flowers:</STRONG> Tulips<BR><STRONG>what's your favorite clothing brand:</STRONG> i ono</P>
<P><STRONG>shoe brand:</STRONG> vans.<BR><STRONG><EM><U>END OF SURVEY!!!</U></EM></STRONG></P>"
"eventtime","2005-03-16 13:45:00"
"current_moodid","88"
