"names","values"
"itemid","6"
"event","Lisa is a nasty poor ass peice of shit hoe who lives in the projects because she can't afford shit.  and also she is a flamming peice of gothic shit and working at sears is as far as shes ever going to go"
"eventtime","2004-06-01 13:30:00"
"url","http://duckpoop.livejournal.com/1614.html"
"userid","4289"
"itemid","5"
"event","What is love baby dont hurt me dont hurt me no more

im cool"
"eventtime","2003-08-21 01:29:00"
"url","http://duckpoop.livejournal.com/1465.html"
"userid","4289"
"itemid","4"
"event","Word I am so cool"
"eventtime","2003-07-03 07:34:00"
"url","http://duckpoop.livejournal.com/1237.html"
"userid","4289"
"itemid","3"
"event","I love Amy. She is my life and I want to have sex with her because she is MAD SEXY. 
My name is Matt and I am sexy. I have a cute haircut. And I smell good."
"eventtime","2003-06-25 21:18:00"
"url","http://duckpoop.livejournal.com/786.html"
"userid","4289"
"itemid","2"
"event","Wow I'm A pimp"
"eventtime","2003-04-27 15:33:00"
"url","http://duckpoop.livejournal.com/705.html"
"userid","4289"
"itemid","1"
"event","I woke up real late today"
"eventtime","2003-01-11 19:26:00"
"url","http://duckpoop.livejournal.com/292.html"
"userid","4289"
