"names","values"
"itemid","26"
"event","so today was average.....i went with heather to run some aron's then we went to jasnon;s deli fer lunch. oh yeah yesterday i went shopping with heather and my mom and i got a shit load of new stuff fer school.
oh yeah right now i am in livingston texas again.it is gonna be fun. my little sister alex is here this time so she is gonna love it here. well that is about it."
"eventtime","2004-07-31 00:32:00"
"url","http://thesadgetaway.livejournal.com/6800.html"
"userid","15645"
"itemid","25"
"event","so......i finally died my hair black. it looks good except now i really look like my big sis' heather. well anyway, i supposed to be going shopping tonite. if heather is still up for it. but yeah i am babysitting right now! well im bored and that is about it."
"eventtime","2004-07-27 18:03:00"
"url","http://thesadgetaway.livejournal.com/6540.html"
"userid","15645"
"itemid","24"
"event","so today i work. we went swimming for about 3 hours! uumm... im basicly just chillin' well thats about it for today!!!!!*"
"eventtime","2004-07-20 15:12:00"
"url","http://thesadgetaway.livejournal.com/6335.html"
"userid","15645"
"itemid","23"
"event","so...yeah....im @ work right now.ummm......yeah. this weekend was fun, i went shopping. got makeup and a purse.ummm....oh yeah i have a singing gig on the 25th. it......i guess.....will be fun. ermmm......thats it!!!!!!!!!!!!!!!!!
                           LOVEYALOTS, BECCA"
"eventtime","2004-07-13 12:15:00"
"url","http://thesadgetaway.livejournal.com/6005.html"
"userid","15645"
"itemid","22"
"event","well i am working tonight and it is fun that is all!"
"eventtime","2004-07-09 23:32:00"
"url","http://thesadgetaway.livejournal.com/5795.html"
"userid","15645"
"itemid","21"
"event","yeah today i get paid big bucks. ummm..... i might go to the movies tomorrow with one of my friends. with the money i get today my big sis HEATHER is going to take me on a shopping spree for make up. well thats about it so yeah
                               loveyalots, becca"
"eventtime","2004-07-09 15:06:00"
"url","http://thesadgetaway.livejournal.com/5436.html"
"userid","15645"
"itemid","20"
"event","so tomorrow i get paid $100 bucks. which is so awsome. umm...im at work right now its fun and such i guess. but yeah.for my real friends on here my new email address is becca_zens@yahoo.com
                                     well love ya lots, Becca"
"eventtime","2004-07-08 14:36:00"
"url","http://thesadgetaway.livejournal.com/5267.html"
"userid","15645"
"itemid","19"
"event","so yesterday i came back from livingston, texas. i had so much fun! i went innertubing. for anyone who doesnt know what that is, its a floaty tied to a boat and they pull you around! the only bad thing was that it really hurts your arms! ummmm.... yeah me and my friend amber met some guys they were cool! umm.... it was the most fun i have ever had! i cant wait to go up there again! i had sooooooo.............much fun!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
  umm... oh yeah we went to go see the fireworks it was so fun, we went on the boat and sat in the middle of the lake. it was nice. me and amber were singing and being dorks. then when we got home we did our own fireworks. which was really fun!
   well thats about all that happened! 
                             love ya lots, Becca <3<3<3!"
"eventtime","2004-07-06 14:10:00"
"url","http://thesadgetaway.livejournal.com/5054.html"
"userid","15645"
"itemid","18"
"event","hey errybody!
 i am at a lakehouse for the weekend! its been fun so far. Tonight i am going on a boat for the first time. so yeah. it'll be fun!!! umm... right now im listening to all kinds of music!!!!yay fer music!!!! So yeah... i've been hanging out with my mom's boyfriends daughter. she's fun to chill with. well thats about all that is going on right now!!!
                                       talk to all ya lata! peice!"
"eventtime","2004-07-03 14:49:00"
"url","http://thesadgetaway.livejournal.com/4824.html"
"userid","15645"
"itemid","17"
"event","i am babysitting right now and it is ok i guss. um.. nothing much is really going on right now. this weekend me and my bro and friends and mom are going to go to the lake house. and im going to swim with the fish. and im going to learn how to fish also. so that will be fun! i get paid today and stuff. and im going to probably get some fireworks!!!!
well that is about it! 
                                smell ya later! becca!!!!!"
