"names","values"
"itemid","100"
"event","i thought id write in here cause i havent in a while

not much is new school is school nothing changes with that. 

friday i skipped school to hang out with my sis. i wound up going to the galleria so that she could buy the louis vuitton she wanted. its big. she asked ""gosh what am i ganna put in this"" i said ""your other louis"". she thought that was funny... who our age has two louis'? shes a crazy girl. im more into coach myself. which is only a teeny bit less. but that was fun its a nice purse of course. then we bought my mom a mothers day present. then we got my sis a dress for today. then i got a smoothie cause i love thirsty's smoothies. and my sis got her fake nails fixed or something. then we left and went to her house to a bit. then we went out with her boyfriend jason to studio movie grill. its an awesome place were u watch a movie while ur eating awesome food i love it. we watched kingdom of heaven which i most definatly loved. its a war/history movie im such a dork. so then we went back to ambers and i stayed the night

we woke up this morning and it was ambers graduation for college. but shes doing her graduate degree next year so shes still got a year left. that took a while but it was ok. then we all went to maggianos and ate a lot of foooood. too much food. then we went back her and sat outside all day and talked it was actually fun. and we didnt have dinner cause lunch was so huge. my sis wore her pretty dress and her new blingin swarovski necklace and bracelet and her new louis. she looked awesome. 

so this has been a good weekend so far. tomorrow we are goin to brunch at lacima in las colinas for mothers day im excited. i love brunch u can eat so much its crazy. alright well im out"
"eventtime","2005-05-07 21:48:00"
"url","http://mandapandapoo.livejournal.com/25723.html"
"userid","9600"
"itemid","99"
"event","this week has been ok i guess. nothing special. i didnt do nething tonite lol. well i mean i didnt go out. i thought i mightve hung out with nick and people but no that ddnt happen. so i called nikki and she was ganna come over and that also never happened... which is cool. i looked thru get well cards that i had from the hospital. u know i got so many cards from family and friends of family its crazy, a lot of people  i didnt even know. but i didnt get one card from a friend. only 2 people came to visit me that were my friends. the rest were family and whatnot. i was happy that so many people cared about me even tho friends didnt show it. i got atleast like 75 cards.  got a card from my guidance councler which i just realized and i thought was sweet, then i got one from the whole fmhs counseling office, i got a card from my church and i got flowers from my church and from my dads work. just like random people its crazy. i had a cute drawing from my young cousins. it took me like an hour to go thru. they were all ina bag witha  balloon i was sent and a medical booklet on ecmo (the machine i was on) to inform people. i have no clue what it really is, there was a picture of me on it they took to show people to get used to before they saw me in person (i guess like there was blood running threw it and i just looked so sick) and i wish we still had that but my mom said she ripped it up cause she didnt want it to be my last picture (just in case things didnt work out). im kinda getting off the subject. lol pretty much i looked thru some hospital memorabilia and it reminded me of those days. thats about all i did tonight cept i slept a lil too. tomorrow im staying home while my parents go to the lake. nick said hed go see the ballad of jack and rose with me in plano (thats the closest place its playing), but i have a feelin that will work out just as well as tonight did lol. o well i have other stuff to do too so itll stll be worth it. thas about it"
"eventtime","2005-04-08 21:08:00"
"url","http://mandapandapoo.livejournal.com/25566.html"
"userid","9600"
"itemid","98"
