"names","values"
"itemid","11"
"event","so yeah its been a long as time since i have wrote in here, maybe now that i'm done with school i'll have more time...well heres the latest news with me...i'm finally 18!!!!! yay!!! lol...i got a tattoo on my ass, its a star, and i just got my belly button pierced (top and bottom) a couple days ago...yeah the bottom one hurt so bad!!! i couldn't believe how bad it hurt! but its all good...its really cute...lol...and i'm finally outta high school, i graduate on wednesday! yay!!! and i finally got a job! you'll never guess where i work...wal-mart...lol...but hey i get paid pretty good! so its not that bad...its actually a pretty kewl place to work...although it does get boring at times...lol...but thats pretty much whats been going on in my life...pretty boring...but then exciting...lol...have a goodnight...laterness"
"eventtime","2004-05-23 23:45:00"
"current_moodid","49"
"url","http://gottaloveit-04.livejournal.com/2879.html"
"userid","5829"
"itemid","10"
"event","so right now life is a bitch! well life is always a bitch but yeah its even more of one...my best friend is gonna have her baby anytime now and my cousin is now pregnant and getting married, my cousin is still in high school...but whateve...and i want to move to lakeland when i graduate but i don't know if its gonna happen or not...not really sure if i wanna piss my parents off or not...my best friend lives in lakeland so i wanna move there to be closer to her also john lives there and yeah john is great! hes offering me to live with him and etc...not gonna go in to details...lol...but if i do i'll be going to phcc instead of cfcc...i don't know what i'm gonna do but yeah i'll figure it out...classes suck as usual! cant wait to graduate! graduation day is may 26th! and seniors get out on the 21st...yay! and i'll be 18 in march! finally get to go get my piercings and tattoos...i have decided that i want two nautical stars with pocket piercings going through them...its gonna hurt but it'll look awesome when its done! so yeah it'll be interest the next few months...have to plan my bday party and then i have to plan my graduation party and decide if i want to have it with my best friend and my cousin or not...i'm gonna be really confused and really stressed out, well more than i am...
if u haven't seen underworld yet i highly recomend that u find a way to see it!!!! it is a great movie!!! but i'm gonna go...have fun...lol...laterness
<3 Samy!"
"eventtime","2004-02-08 17:46:00"
"current_moodid","28"
"url","http://gottaloveit-04.livejournal.com/2645.html"
"userid","5829"
"itemid","8"
"event","last night kicked ass! it was so much fun!!! i loved it! got totally trashed...thank you opie!! then there was fire and climbing a tree and freezing cold and doing cheerleading shit and lots of guys and not a lot of chicks and fire and alcohol! oh and fire...one chick got caught on fire...which wasn't kewl, but it didn't hurt her, it just got her hoodie on fire...i'm still feeling this alcohol, and like i have to go work at the damn christmas tree lot for band...yay...this is going to be so much fun...lol...i didn't fall in the fire! which is a good thing, came close but didn't, and i didn't puke!!! thank god! almost didbc i chased whisky* with beer...yeah don't do that! not a good idea! i kept my clothes on! well shirt came off as i was leaving, but there was only like 4 guys there and me and julie so its all good it don't matter, but i was really happy with my self that the clothes stayed on for the most part...but yeah i'm gonna go so have a good day! laterness
<3 Samy!"
"eventtime","2003-12-07 12:14:00"
"current_moodid","34"
"url","http://gottaloveit-04.livejournal.com/2209.html"
"userid","5829"
"itemid","7"
"event","hey! todays jarrods bday!!! yay!!! guess what that means....party time! hell yeah!!!! :) i love to party!!! but yeah it kinda sux bc i cant do anything bc i gotta go get a job :( but oh well...maybe i'll drink a little, but then i gotta drive...i don't know!!! but yeah so julies here so were gonna go party now...have a good night!! lol laterness
<3 Samy!
sarah: i hope everything went well! cant wait to see u at school!"
"eventtime","2003-12-06 20:02:00"
"current_moodid","106"
"url","http://gottaloveit-04.livejournal.com/1978.html"
"userid","5829"
"itemid","6"
