"names","values"
"itemid","54"
"event","<div align=""center""><strike><font size=""5"" color=""#ff00ff""><b>it been awhile sice i&nbsp; updated but anyways i been busty with my awesome boyfriend Patrick he the shit i love him to death. he a sweetheart we have fights but in the the end i always still love him but yeah we been dating for about i think two months but it seems forever which is good i think he totally awesome and i love him&nbsp; im marrying him someday.</b></font></strike></div>"
"eventtime","2006-11-26 23:10:00"
"current_moodid","15"
"url","http://theusedprincess.livejournal.com/13885.html"
"userid","15679"
"itemid","53"
"event","<div align=""center""><strike><font size=""4"" color=""#ff00ff""><strong>&nbsp;im all alone i have no one and&nbsp;&nbsp; it alright im unwanted it all goo i dont care</strong></font></strike></div>"
"eventtime","2006-08-22 21:22:00"
"url","http://theusedprincess.livejournal.com/13741.html"
"userid","15679"
"itemid","52"
"event","<div align=""center""><strong><font size=""3"" color=""#ff99cc"">I met this&nbsp; really&nbsp; kewl dude named alex srry if i&nbsp; spelled his name wrong i dont mean it&nbsp; but&nbsp; nayways&nbsp; he&nbsp; way&nbsp; kewl&nbsp; i so&nbsp; wish i&nbsp; could&nbsp; date him&nbsp; but i&nbsp; highly have a chance. plus idk&nbsp; i&nbsp; jsut like&nbsp; him&nbsp; a lot&nbsp; i&nbsp; dont&nbsp; know if he like&nbsp; me&nbsp; in the same way&nbsp; but i know he thinks im pretty. idk&nbsp; wahat to&nbsp; do with myself&nbsp; im&nbsp; going crzy anf&nbsp; if u ready this alex&nbsp; i hope u&nbsp; understand.</font></strong></div>"
"eventtime","2006-07-30 21:10:00"
"current_moodid","15"
"url","http://theusedprincess.livejournal.com/13412.html"
"userid","15679"
"itemid","51"
"event","As the sunlight,
lights your picture
perfectly. I can\'t
help but think:
\""You better be the
one because
never again will
I find someone
as special as you.\""

As your eyes
stare into mine,
trying not to get
too lost, I say:
\""You better be
the one because
I have never felt
this way before,
and never again
will I find someone
to love me like
you do.\""

As your hand
touches mine,
I can\'t help but
think: \""You better
be the one,
because never
again will I
find someone
as special as you.\""

As your voice
invades my ears,
still the resounding
echo says: \""You
better be the one,
because I have
never felt this way
before, and never
again, will I find
someone to love
me like you do.\"""
"eventtime","2006-03-15 18:03:00"
"current_moodid","15"
"url","http://theusedprincess.livejournal.com/13230.html"
"userid","15679"
"itemid","50"
"event","<font style=""color: rgb(255, 0, 0);"" size=""4""><span style=""font-weight: bold;"">guys
guys&nbsp; there losers&nbsp; but yet u can live with them&nbsp; and
cant live without them why were&nbsp; guys&nbsp; put on this earth to
be assholes.when&nbsp; there nice to u&nbsp;&nbsp; then&nbsp; either
want money or sex&nbsp; im&nbsp; so&nbsp; sick of guys and them&nbsp;
walking all over me&nbsp; they are so&nbsp;&nbsp; effin loser they all
need to get a life even the&nbsp; nice one&nbsp; start off nice then
turn in to assholes&nbsp; life suck i jsut want a nice guy&nbsp; will
that ever happen i highly dout that bc all&nbsp; guys are&nbsp;
assholes even the nicee ones all guys have an asshole side.GOD I HATE
THEM!!!</span></font><br>"
"eventtime","2005-11-14 18:42:00"
"current_moodid","24"
"url","http://theusedprincess.livejournal.com/12847.html"
"userid","15679"
"itemid","49"
"event","PFA+PFNUUk9ORz48Rk9OVCBjb2xvcj0jZmYwMDAwIHNpemU9NT5XaW5nIE9mJm5ic3A7QSBCdXR0ZXJGbHk8L0ZPTlQ+PC9TVFJPTkc+PC9QPg0KPFA+PFNUUk9ORz48Rk9OVCBjb2xvcj0jZmYwMDAwIHNpemU9ND48L0ZPTlQ+PC9TVFJPTkc+Jm5ic3A7PC9QPg0KPFA+PFNUUk9ORz48Rk9OVCBjb2xvcj0jZmYwMDAwIHNpemU9ND5IZWF2ZW4gYWJsYXplIGluIG91ciBleWVzIDxCUj5XZSdyZSBzdGFuZGluZyBzdGlsbCBpbiB0aW1lIDxCUj5UaGUgYmxvb2Qgb24gb3VyIGhhbmRzIGlzIHRoZSB3aW5lPEJSPldlIG9mZmVyIGFzIHNhY3JpZmljZSA8QlI+PEJSPltDaG9ydXNdPEJSPkNvbWUgb24sIGFuZCBzaG93IHRoZW0geW91ciBsb3ZlIDxCUj5SaXAgb3V0IHRoZSB3aW5ncyBvZiBhIGJ1dHRlcmZseTxCUj5Gb3IgeW91ciBzb3VsLCBteSBsb3ZlPEJSPlJpcCBvdXQgdGhlIHdpbmdzIG9mIGEgYnV0dGVyZmx5PEJSPkZvciB5b3VyIHNvdWw8QlI+PEJSPlRoaXMgZW5kbGVzcyBtZXJjeSBtaWxlIDxCUj5XZSdyZSBjcmF3bGluZyBzaWRlIGJ5IHNpZGUgPEJSPldpdGggaGVsbCBmcmVlemluZyBvdmVyIGluIG91ciBleWVzIDxCUj5Hb2RzIGtuZWVsIGJlZm9yZSBvdXIgY3JpbWU8QlI+PEJSPltDaG9ydXNdPEJSPkNvbWUgb24gbGV0cyBzaG93LCB0aGVtIHlvdXIgbG92ZTxCUj5SaXAgb3V0IHRoZSB3aW5ncyBvZiBhIGJ1dHRlcmZseTxCUj5Gb3IgeW91ciBzb3VsLCBteSBsb3ZlPEJSPlJpcCBvdXQgdGhlIHdpbmdzIG9mIGEgYnV0dGVyZmx5PEJSPkZvciB5b3VyIHNvdWw8QlI+KFJpcCBvdXQgdGhlIHdpbmdzIG9mIGEgYnV0dGVyZmx5KTxCUj5Eb27igJl0IGxldCBnbzxCUj4oUmlwIG91dCB0aGUgd2luZ3Mgb2YgYSBidXR0ZXJmbHkpPEJSPkZvciB5b3VyIHNvdWw8QlI+PEJSPltDaG9ydXNdPEJSPkNvbWUgb24sIGFuZCBzaG93IHRoZW0geW91ciBsb3ZlIDxCUj5SaXAgb3V0IHRoZSB3aW5ncyBvZiBhIGJ1dHRlcmZseTxCUj5Gb3IgeW91ciBzb3VsLCBteSBsb3ZlPEJSPlJpcCBvdXQgdGhlIHdpbmdzIG9mIGEgYnV0dGVyZmx5PEJSPkZvciB5b3VyIHNvdWw8QlI+KFJpcCBvdXQgdGhlIHdpbmdzIG9mIGEgYnV0dGVyZmx5KSA8QlI+RG9u4oCZdCBsZXQgZ288QlI+KFJpcCBvdXQgdGhlIHdpbmdzIG9mIGEgYnV0dGVyZmx5KSBbeDJdPEJSPjxCUj5Gb3IgeW91ciBzb3VsIDwvRk9OVD48L1NUUk9ORz48L1A+DQo8UD48U1RST05HPjxGT05UIGNvbG9yPSNmZjAwMDAgc2l6ZT00PjwvRk9OVD48L1NUUk9ORz4mbmJzcDs8L1A+DQo8UD48U1RST05HPjxGT05UIGNvbG9yPSNmZjAwMDAgc2l6ZT00PiZuYnNwOzwvUD4NCjxQPjxCUj48QlI+PC9QPjwvRk9OVD48L1NUUk9ORz4="
"eventtime","2005-10-12 11:10:00"
"url","http://theusedprincess.livejournal.com/12599.html"
"userid","15679"
"itemid","48"
