"names","values"
"itemid","3"
"event","sOoOoOo cute! i <3 it...i really do - well - nothings been happening with me - totally boring life - hah - but yeah - i got my new cell phone - yall call me please! its gunna be great - heres the #: 404 516 4587 YAY gimme a call or text me ill tty some other time"
"eventtime","2004-10-10 01:18:00"
"current_moodid","41"
"url","http://sunshinebaybe52.livejournal.com/956.html"
"userid","14935"
"itemid","2"
"event","aGFoYSBpIGdvdCBpdCB0byB3b3JrISEhISEhISEhISB5YXkhISEhISEhISEhDQoNCi7CumFMTGnCui4="
"eventtime","2004-07-30 09:49:00"
"current_moodid","99"
"url","http://sunshinebaybe52.livejournal.com/544.html"
"userid","14935"
"itemid","1"
"event","my firts entry n im trying to figure this tihng out!! ttyl!"
"eventtime","2004-06-05 11:30:00"
"current_moodid","125"
"url","http://sunshinebaybe52.livejournal.com/491.html"
"userid","14935"
