"names","values"
"itemid","4"
"event","Today is our 5 year anniversary!  We went out to eat with our 2 year old to Do Do's Chicken! (Columbian food)  No, not romantic, but good food and great company.  We'll be celebrating next week by going dancing at the Victor Manuel concert.  This is the first time we've gone out dancing in over 2 years!!  Hope we can last past 10pm!  Hubby and I actually met at a club....sigh....we have known each other now for almost 10 years!  We dated about 4 years before we got engaged.  I wasn't too sure he was the one, so I had to test the waters a few times!!!  Just kidding baby!  I think we got married at the perfect time.  I was 24, he was 26, we both finished college, had decent jobs, we had dated, partied, and done all we wanted to do in our lives and we were ready to settle down.  There are still times where I catch myself staring at him and think how much I am still in love with him...as if I were 20 again and still dating him.  I think I may wear out the word ""I love you"" because I say it so often to him, he may think its just an automatic reaction, but I really do truly love him with all my heart...I would be lost without him...he really does 'complete me'!  I guess maybe I'll start saying ""as you wish"" just to change it up a bit.  You know you're still as much in love with someone as the day you met them when you can look at them....smile....and sigh....and it gives you a feeling of warmth inside just to know they're still in your life.

My husband is a wonderful father and friend.  He always is able to help me sort through my problems and gives me good advice as both a friend and a husband.  I couldn't imagine my world without him or my two little ones.  To see all their little expressions and idiosyncrasies that remind me so much of us...I'm awestruck...and that's what makes them so perfect in my eyes....and that's what is so sublime, is that we made them....we created them out of our love into perfect beautiful little babies!  And staring into their familiar eyes, and looking at their tiny faces as if we were staring back at our own, only strengthens the love I feel for this man....everyday!  I thank God for such an amazing husband, and for blessing us with such beautiful children.

I adore you sweetheart.  Happy Anniversary...and here's to 50 more years!"
"eventtime","2003-11-14 16:09:00"
"current_moodid","120"
"url","http://296990633.livejournal.com/1176.html"
"userid","66"
"itemid","3"
"event","Hubby and I saw the Matrix on a 2 1/2 hr. lunch break.  I personally was sad to see it end.  The special effects were incredible in this one.  And you can imagine, I was even more excited when I saw the Aliens undertones in the scene of the battle with the machines and the Zion/man powered machines.  That was pretty fucking cool.  We saw it in the IMAX, so the experience was equally tantalizing to the senses.  Of course, the romantic in me liked all the ""I'll kick everyone's ass for my man"" scenes.  Hubby and I always engage in a deep analytical conversation when we watch a good flick.  He didn't think too highly of it, but I was very impressed.  Again, I was sad to see it end, but I loved it all the same.  When it ended, at first, I was like - so that's it...its over.  But that's the beauty of what the brothers tried to get across.  Its over, but its not over.  They opened our minds to the endless possibilities of ""what if's"" and made us think twice about dejavu, wwrewolves, ghosts and vampires.  I think it ended the way a great movie of its caliber should...the heroes die for a cause...to save humanity.  And isn't it so true that no matter what life threatening events happen in our real lives, once its over, life just goes on.  Much props to the brothers, I think their movies will always be remembered for the ground breaking ideas and pushing us to embrace yet another theory of the future ""machine age"" and taking special effects to the next level.  I'll be watching this movie over and over and over again for years to come!

Ever since the first Matrix movie, Trinity has been my idol.  She's my idol because she's not another leather T&A bitch.  She's got class AND she can kick some ass!  And she's willing to go to the ends of the earth...or rather the Matrix...for her man Neo.  Whom I personally like also.  Therefore, in tribute to the movie and to my girl Trinity, I adopt the bad ass herself as my picture for my journal.  Enjoy!"
"eventtime","2003-11-08 21:45:00"
"url","http://296990633.livejournal.com/775.html"
"userid","66"
"itemid","2"
