"names","values"
"itemid","247"
"event","EVERYBODY. I AM DELETING THIS SHIT JOURNAL. 
ADD MY NEW ONE. HURRY.
BECAUSE IM NOT THAT SMART AND WHEN I FIGURE OUT HOW TO DELETE THIS ONE, BYE-BYE.
I LOVE YOU.


__ABUSEME 
(with TWO underscores)


good-bye forever."
"eventtime","2004-06-28 18:58:00"
"url","http://talkato-cockato.livejournal.com/63435.html"
"userid","15208"
"itemid","246"
"event","tonight is my graduation ceremony, even though ive been out of school for 2 months already. then im going to be a fireman. or go to beauty school. me and nate were over, at least shit went down before we got too involved. and sorry about this survey. i dont remember how to hide it. 


1. Full Name: ashley michelle elzea
2. Backwards: aezle ellehcim yelhsa
3. Nicknames: ash, ashy, peach, bitch, poodle
4. height: short. five something
5. siblings? two
6. sports: soccer, softball, basketball
7. school: fireman school, or beauty school.
8. sex: is awesome
9. birthday: november 15
10. location: washington
11. birth place: seattle
12. hair color: daark brown
13. eye color: brown

CRUSHES 
14. what attracts you to the opposite sex? sense of humor
15. are you in love? no
17. whats your biggest turn on about the opposite
sex? smile
18. crush? nope

PAST
20. what age would you go back to? whenever i was in arizona
21. memory you miss the most? being with joey
22. which would you like to forget? being with joey
23. what did you do last weekend? hung out with jerry 
24. last song you listened to: sheryl crow
25. favorite food: pancakes
26. favorite drink? shrek slurpees

FAVORITES 
29. color: pink
30. day of the week: wednesday
31. month: november
32. number: seven
33. holiday: christmas
35. ice cream: cookie dough
36. candy: uno
37. channel: mtv
38. shampoo/conditioner: kiwi
39. song: anything by sublime

FRIENDS
40. best friend: laura
41. loudest: aly/tim/lizzie/sonia
42. silliest: brent/aly/tim
43. ugliest: i know there is one
44. best at keeping secrets: ryan/sonia
45. smartest: jerry/steven/derrick
46. most likely to be a stripper: aly/tim
47. sweetest: mat/jerry/kyle/tim/nate
48. weirdest: aly/brent/tim/sonia
49. annoyingest? too many to name

HAVE YOU EVER...
54. been on a plane? yes
55. cried in public? yes
56. climbed a tree? yes
57. ate a worm? a slug
58. kissed a girl? yes
59. met a celebrity? no
61. been scared? yes
63. shopped at abercrombie & fitch? yes
64. gone skinny dipping? no

WHAT'S THE FIRST THING YOU THINK OF WHEN YOU HEAR... 
66. bill Clinton? donkey
67. lollipops? grape
68. dreams? pillow
69. Love? shit
70. whipped cream? pumpkin pie
71. south park? cartman
72. Slut? brent
73. guys? are assholes
74. girls? bitch
75. surveys? fun
78. friend you miss the most? laura/cory
79. funniest thing ever? myself 
80. something you dont understand? drug addiction
81. worst food? squashy
82. pain? yes, please
83. school? i miss it
84. Downtown? park

RANDOMS
85. tattoos or piercings? tongue, ears, belly, tattoos coming soon
86. how long are you in the shower? 15 minutes 
87. how do you eat a reeses peanut butter cup? i eat the chocolate then the p.b.
88. what does your name mean? from the ash tree meadow
89. how many licks does it take to get to the center 
of a tootsie pop? too many, i never make it all the way there. i always eat it."
"eventtime","2004-06-17 14:15:00"
"url","http://talkato-cockato.livejournal.com/63076.html"
"userid","15208"
