"names","values"
"itemid","3"
"event","Nadda, to day all I did was go hunting with my AR15. Yuppers killed me many wee little criiters. Made stew."
"eventtime","2006-01-10 23:10:00"
"current_moodid","99"
"url","http://wardog79.livejournal.com/941.html"
"userid","16651"
"itemid","2"
"event","hmmm, same ol shite diff night. Got to talk to my birth mother and sister, both of whome I never knew were around. Meh no big."
"eventtime","2006-01-06 23:13:00"
"url","http://wardog79.livejournal.com/636.html"
"userid","16651"
"itemid","1"
"event","Ok, this is going to be interesting. I have never set one of these up so I guess yall will need to stay tuned for when I get some good things."
"eventtime","2006-01-01 21:54:00"
"url","http://wardog79.livejournal.com/365.html"
"userid","16651"
