"names","values"
"itemid","111"
"event","Hey everyone I haven't updated in FOREVER but thats okay cuz no one goes on here anymore anyways lol but yeah me and JD are doing REALLY good it'll be 8 months for me and him tomorrow!...of course there has to be bad news....Jd's dad passed away Thursday night or early Friday morning man when JD  told me that I just started tearing and then he had to leave to go into the hospital and stuff and I just started crying sooo bad I mean he was awesome he was ALWAYS nice to me and he was going to be my future Dad....I like thought bout my wedding night A lot the past like couple months and like I pictured JD's dad being there and me have a lil dance with him and dance with my dad and now....its not gonna be how I thought it would have...and like I get myself thinking sometimes about his dad and i start to cry...cuz like i'll never get to know him as good as I planned I wish I would have gotten to know him better...he was to young too he was only 39 I just dont know what else to say but Im gonna miss him :( ....
~~~Tiffany~~~"
"eventtime","2007-02-10 20:16:00"
"url","http://tiffaroo08.livejournal.com/28580.html"
"userid","15775"
"itemid","110"
"event","Hey everyone..Im feelin kinda...I dont really know how Im feeling actually....its like I had a really busy Summer and I liked that....but it kinda makes me sad cuz me and JD have been datin almost the whole Summer...and we have only hung out with each other 2 times...I mean the reason for that is cuz he's grounded but I dont know I just miss him soooo much...I haven't talked to him since I got back from Scotland I just wish he would call me or something...but I guess he dont know Im back :( .I just really love JD and I wish me and him could see each other more often. I sometimes feel like Im just this horrible gf cuz me and JD were really happy when we dated the 1st time and I just ended it....and Im not really sure why.I just did it cuz like I remember a week before I broke up with him it was rafting...and me and him got into a fight there well he said something and it got me really upset and we were almost gonna break up but I told him I really didn't wanna break up...sooo I really dont understand how my brain works...Im not really sure what happened the 2nd time we dated...and then the 3rd time I think that one was kinda a mistake cuz thats when the whole Candise thing happened...and now its the 4th time but Im REALLY happy I had my doubts a lil at 1st but right now I just know JD is the one I wanna be with and I dont wanna lose  him again.

okay yeah I know that was A LOT of rambling but hey thats what I do best....

On other news I think Mandys mad at me...Im not really sure what the reason is....something bout me not telling her things...but really there isn't anything to tell I mean with the Mike thing...I wasn't planning on telling her...and then I was gonna tell her...but Chelo kinda told her..when she said she wouldn't so then of course Mandy got mad at me...and theres like NOTHING I can do about it its like I really wanna make things okay again...but Mandy wont tell me how...I just really want my friend back...she was really someone I could talk to  bout things and I could trust her not to say anything to anyone...but then I guess when I wasn't telling her things....that was when we weren't really talking to each other much cuz she wasn't on the computer much or I wasn't on the computer much and like when we would talk..the things that happeded to me when we didn't talk....it just wasn't really on my mind...but I swear on my life that if I could go back in time I would change that...I would remind myself bout everything I didn't tell Mandy...I think theres only 2 things...I think it was the Mike thing and the thing with Matt after we broke up...I think thats all....but I did eventually tell Mandy bout the Matt thing before anyone else said anything to her...I wish I could call her right now....but its kinda only 7am and Im pretty sure she's not up sooo yeah...I just really dont know what to do anymore...maybe when school starts I can earn Mandys friendship and trust back...but if I do earn it...Im gonna try my hardest not to lose it....well Im gonna go ttyl's byes
<3Tiffany"
"eventtime","2006-08-16 06:35:00"
"current_moodid","6"
"url","http://tiffaroo08.livejournal.com/28238.html"
"userid","15775"
"itemid","107"
"event","well Matt's doing it again I totally cried A LOT last night okay....well we were talking and I told him....
Me:I miss you
Matt:Im sorry
Me:its okay
Matt:I dont know what to say
Matt:cuz Im kinda about to date someone else..but I dk
Me:What?....
Matt:I might be datin someone else soon
Me:I thought you didn't wanna have anymore relationships in H.S. that was your reason for breaking up with me
Matt: I told you if it was Kari I might..
Matt:but its not her...
Me: so Im not worth you not being single....but I guess she is..
Matt:well her friends and her keep pushing it and shes amazing...and I dont wanna pass her up

that was a part of the convo and thats fucking BULL SHIT!!!....cuz just fucking last week he told me ""I think Im in love with you"" ...and now he finds someone else thats just fucking wrong....cuz I was fucking moving on and he just had to call me...and he fucking pulled me right back in...I cant handle this anymore....Im done with him completely cuz he's fucking playing with my feelings and I dont like it one bit Im just tired of getting hurt by him...cuz the way he pulls me back in is I'll say like hey to him and we will just be all talking and its like friends and it makes me happy and I'll say like ""I have missed you"" like meaning I have missed talking to him like that like friends and shit...and then he'll say like we should hang out or something...and then the next day he'll tell me he dont wanna talk to me and all this shit...and it hurts it really does....but yeah Ig2g byes love yas all!
<3Tiffany"
"eventtime","2006-05-24 10:52:00"
"current_moodid","24"
"url","http://tiffaroo08.livejournal.com/27622.html"
"userid","15775"
"itemid","106"
"event","Hey everyone!,
I haven't wrote in this in like FOREVER!!!!! but yeah sooo whats new with me....well.....Matt broke up with me :( he broke up with me April 9th....it still makes me upset cuz I like him A LOT...but yeah I dont know with that anymore I miss him a lot but hey theres just nothing I can do to change the way he feels.....but yeah right now Im helping Kurstin do stuff to her LJ sooo yeah COMMENT ME!!!! and Jared if you read this.....HOW COME YOU DONT TALK TO ME ANYMORE!!! I MISS YOU!!!
&hearts;Tiffany"
"eventtime","2006-05-23 13:20:00"
"current_moodid","129"
"url","http://tiffaroo08.livejournal.com/27241.html"
"userid","15775"
"itemid","105"
"event","Hey all well I haven't updated in a long ass time sooooo I decided I would update cuz yeah umm I want to well......me and Matt are still together we have been datin for 2 months getting close to 3 months and Im really happy bout that....on Valentines Day Matt got me a poem and it was REALLY cute but I like left it at his house soooo yeah...and for my B-Day he got me a necklace with earings and I LOVE them!! and he got me a french Vanilla candle cuz thats what his car smells like so it makes me think of him! I really like Matt...I dont know if I love him...cuz hey im in 10th grade I dont really know what love is...I must not cuz I thought I ""loved"" JD and look how that turned out...it ended with him cheating on me....and if I loved him I think I would still be like crzy bout him....but hey Im not Im sooo happy with Matt he's sp amazing and I think he's amazing because I like feel really comfortable with him...I can actually hold a conversation with him and that amazes me sometimes cuz I dont keep conversations going that well cuz thats not the kind of family I live in...we dont talk very much but with him I can sometimes keep it going...and like just everytime Im with him I feel amazing and like if I say the wrong thing I dont feel stupid I like really love when me and him are in person and we like have a really good conversation like it happened a couple times in the car ride like back to my house from his like when me and him are like completely honest with each other like how we feel and crap ya know...I love when he holds me cuz just feeling hom near like that just I dont know lol I love hugs and stuff like that soo I just really like when he does it....I really like that me and him have things in common like the whole bowling thing and like our persoalities are similar like how me and him both can be completely out of our minds......
  On other news Im doing pretty good in school...I have okay grades....Im in Drivers ED right now thats cool but it kinda sucks cuz like Im already 16 and cant get my lisence yet but o well I think I wrote enough for now sooo tty all later!
<3Tiffany"
"eventtime","2006-03-01 19:02:00"
"current_moodid","106"
"url","http://tiffaroo08.livejournal.com/26973.html"
"userid","15775"
"itemid","104"
"event","Hey yall I haven't updated in a very long time lol but anyways hmmm I guess I'll just say me and Matt are going out! I like him A LOT..he's sooo nice to me,and I just LOVE being with him, he always makes me laugh he's sooo stupid at times but thats why I love him! lol yeah he's awesome...some of my friends have met him like Brit and Sam....no one else really has Chelo has seen him and said hi to him but no one else has really hung out with him...Brit did cuz she went to Rock-N-Bowl and me and Matt went too sooo yeah and Sam has hung out with me and Matt soo yeah...

on other news my hand is bleeding right now but thats not important...also right now Im watching my cute lil nephew...and My dads being an ass haha what else is new lol anyways im bored I guess thats why Im writing in this....also cuz I needed to update sooo yeah......well I really have to go right now Keegans getting into everything soooo ttyl's byes
<3Tiffany"
"eventtime","2005-12-31 10:14:00"
"url","http://tiffaroo08.livejournal.com/26680.html"
"userid","15775"
"itemid","103"
"event","okay well Mandy just did something in her LJ and it it was cute I mean I know some of this will be like repeating what Mandy said but hey I DONT CARE im special like that or thats what my mommy told me 

Mandy- Is someone I can like really talk to...I dont think I would be here if it wasn't for her...cuz I have gotten like seriously frickin mad and upset before and she was there trying to help me out.....like if something happens and I say I dont wanna talk bout it she says ""w/e"" then puts an away messege up and that ALWAYS makes me tell her cuz I dont want her to be mad at me and lately I have just been telling her cuz I know I can trust her shes my shrink like Im her shrink I just know when I have a problem I can talk to her....me and Mandy have guy problems A LOT and thats usually what we talk bout but sometimes it has to do with my dad or her mom or sis or brother or dad and we just get each other through the problems cuz we both hate seeing each other hurt like that...Mandy has been helping me with my JD issues lately cuz as you all know from like my past entries he cheated on me sooo everytime I get pissed bout that or extremely upset she trys to calm me down she can calm me down but she can never stop the hurt.....I can talk to Mandy bout anything and she wont hold it against me or tell anyone if I dont want her to thats why I love her so much and if I ever got into a fight she would be there holdin me back tellin me to calm down...Mandy is also a person I talk to at lunch we always seem to hang out at lunch....Mr. Parker thinks me and Mandy are weird but thats only cuz when were together...we kinda are lol...me and Mandy get mad at each other but we NEVER actually fight we get over it in like a few mins or if we just need a break we dont talk to each other for a day and the next day I usually appoligize and were all good! I LOVE YOU MANDY!

Sam-Is another person I can really talk to...I dont talk to her much on the computer but when we talk in person I can just really get what I want to say out and she usually can help but on the computer its kinda harder for her to help me lately me and her have talked bout the JD thing but we also like talk bout how schools going by soooo fast and that our friends are growing apart were not really anymore but like some of our friends are Sr.'s and its just sooo weird we seem to talk bout that a lot and just everything me and her have a story that im writing bout things she wouldn't like me to discuss sooo I wont but yeah I just love her I dont know what I would do without her either

Brit-I can talk to her bout things but I dont know sometimes depends on what it is I mean its just like that way that she would probably tell Dawn or Yessica things before she would tell me ya know...

Chelo- I can usually talk to her bout things I dont usually like everytrhing she says cuz in the end shes usually right like the whole Taylor thing that happened long time ago and yeah...Me and Chelo both kinda act the same were both like perverted in many ways lol we used to act like perverted together just playing round tho dont think nasty people come on lol but yeah I just dont know what I would do with out her...why?....cuz shes Chelo!

I dont know what I would do without any of my friends! i love them all sooo much Im sorry I didn't write as much for some of you my hands starting to hurt i'll ttyl's byes
<3Tiffany"
"eventtime","2005-11-23 02:42:00"
"current_moodid","68"
"url","http://tiffaroo08.livejournal.com/26562.html"
"userid","15775"
"itemid","102"
"event","Hey yall I feel like shit cuz this whole JD thing still makes me frickin upset I hate that I love him So fucking much when he hurt me so fucking bad...I mean come on did I diserve this...I probably did...but I lost the person I actually really loved yes I loved him I still do love him....*Sigh* why did this have to happen come on just can someone answer that lil question I really wish someone could I just wanna know.....he was datin Candise and he told me he loved me he wrote in his LJ that he was ready to ask me back out he said that I said he was the only one for me and he said that that was true he said he loved me with all his heart and then this just all happened..then he said he never asked me out and gah when he said that I thought I wanted to die I just thought nothing could be worse then hearing that and yeah its been a week since its happened but I still feel horrible........I cant write anymore bout this Im already crying

On other news Roberto Lopez died today he was a kid from my school he was 16 and he got into a car crash I just think its really sad cuz no one diserves to die that young no one well I think Im done for now before I like I dont know...byes
<3Tiffany"
"eventtime","2005-11-22 19:42:00"
"current_moodid","25"
"url","http://tiffaroo08.livejournal.com/26241.html"
"userid","15775"
"itemid","101"
