"names","values"
"itemid","125"
"event","&nbsp;school kinda sucks"
"eventtime","2007-09-04 17:20:00"
"url","http://pancakees.livejournal.com/32230.html"
"userid","11593"
"itemid","124"
"event","<div class=""ljcut"" text=""obx :)""><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/yuiyu.jpg"" /><br /><br /><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/hhhhh5y.jpg"" /><br />beach house<br /><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/8888888888888.jpg"" /><br /><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/ooooooooo.jpg"" /><br /><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/34444444.jpg"" /><br />aquairium! shark :D<br /><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/ffffffrrrr6.jpg"" /><br />STINGRAYS<br /><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/ngfnfgjfgu.jpg"" /><br />puttputt<br /><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/tt.jpg"" /><br />my new car :D&nbsp;<br /><br /><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/fag.jpg"" /><br /><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/eeeff.jpg"" /><br /><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/uuuuuu.jpg"" /><br />moose<br /><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/8iiiiii.jpg"" /><br />tori and me on the lobster and katie dying<br /><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/sssssssssrrrr.jpg"" /><br />BUBBA!<br /><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/retete.jpg"" /><br /><br />bubba and chris<br /><br /><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/gggdddddd.jpg"" /><br /><br />toris sweet shades<br /><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/fffffdss.jpg"" /><br /><br />me snoozin<br /><br /><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/0818071915.jpg"" /><br /><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/y68.jpg"" /><br /><br />boogie boardin haha<br /><br /><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/2222222.jpg"" /><br /><br />DELICIOUS<br /><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/9797.jpg"" /><br /><br />me jumpin in&nbsp;<br /><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/111ff.jpg"" /><br />haha<br /><br /><br />IT WAS AWESOME<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /></div><br /><br /><br /><br />"
"eventtime","2007-08-27 11:43:00"
"url","http://pancakees.livejournal.com/31885.html"
"userid","11593"
"itemid","121"
"event","i hate the after feeling of a SUPA hot bath. it sucks balls. but um work was really busy today and my backs bitchin out. but yes. i really cant wait for da beacccccccccchhh"
"eventtime","2007-08-07 21:21:00"
"url","http://pancakees.livejournal.com/31056.html"
"userid","11593"
"itemid","120"
"event","obx with tori the 17th-25th is gonna be sick :D Happy Birthday Popppaaaaaaaaaaaaaaaaaaaaaaaaaaa"
"eventtime","2007-08-02 11:11:00"
"url","http://pancakees.livejournal.com/30731.html"
"userid","11593"
"itemid","119"
"event","IM FUCKING STOKED"
"eventtime","2007-07-28 00:00:00"
"url","http://pancakees.livejournal.com/30657.html"
"userid","11593"
"itemid","118"
"event","Warped kinda sucked but circa cirvive and k-os was really good<br /><br /><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/cccccc.jpg"" /><br />the tunnel :)<br /><br /><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/Picture007-1.jpg"" /><br />circa cirvive<br /><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/Picture008-1.jpg"" /><br /><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/Picture009-1.jpg"" /><br /><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/Picture010-2.jpg"" /><br /><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/Picture011-1.jpg"" /><br /><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/Picture012-1.jpg"" /><br />k-os<br /><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/k-os.jpg"" /><br /><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/sweet.jpg"" /><br /><br /><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/Picture001-5.jpg"" /><br /><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/yes-3.jpg"" /><br />and yes."
"eventtime","2007-07-25 13:13:00"
"url","http://pancakees.livejournal.com/30429.html"
"userid","11593"
"itemid","117"
"event","greetings my comrads :) happy 16th birthday tori :)&nbsp;im goin to ol kings dominion tomorrow and its gonna be awesome. that new TORNADOE water ride looks really awesome :D and yes uuuuuuuuuhhhhhh warped is soon
and not having braces is awesome. summers almost over and im tired of work but whatever. i got a job at woodlands for the school year. i needa look more into this rescue course i gotta take for life guarding. damn it to hell. alright well PEACE"
"eventtime","2007-07-19 17:53:00"
"url","http://pancakees.livejournal.com/30201.html"
"userid","11593"
"itemid","115"
"event","<img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/f.jpg"" /><br />my sister came home today from florida :D so celebration with MOES :) i bought a really sweet stereo for my ipod and&nbsp;its got subwoofers and TUBULAR. warped tour isnt gonna be as good this year but me and tori are gettin a hotel so we can beach it up also :) im stoked and yes! BACK TO WATCHING MORE WILL AND GRACE"
"eventtime","2007-07-07 23:21:00"
"url","http://pancakees.livejournal.com/29505.html"
"userid","11593"
"itemid","114"
"event","summer is SWEET. i like gettin monies. YES. uuuuuuuhhhhhhh my laptop broke so my poppa gave me his computer for my room. so theres tons of shit everywhere :D i finally just charged the POD since like january? yes mammmmmmmmmmmm. my sister comes home tomorrow from florida im stokeddddddddd :D woooooo my braces come off thursday motha fuckas and i failed my permit test so retake friday :) hopefully i wont be a dumbass this time and cry hahjaaaaaaaa.&nbsp;its hot as BALLS currently GAAAAAA alright PEACE"
"eventtime","2007-07-07 00:06:00"
"url","http://pancakees.livejournal.com/29281.html"
"userid","11593"
"itemid","113"
"event","My Summer started on tuesday ands it been totally good :) wednsday i hung with shawn all day and that night we went to toris with max and holli. we played in the rain and it was insanely fun :) im sick as shit though haha. thursday mornin all of us went to ihop and yum viva la french toasssssst :) my sister graduated last night and it was weird. but im proud :D i&nbsp;have work today :( my schedule next week is insane. im not gonna have a life haha. balls!"
"eventtime","2007-06-15 10:11:00"
"url","http://pancakees.livejournal.com/29110.html"
"userid","11593"
"itemid","112"
"event","im in total summer mode :) work is&nbsp;pretty tight. today was hot as shit :)"
"eventtime","2007-06-02 23:09:00"
"url","http://pancakees.livejournal.com/28815.html"
"userid","11593"
"itemid","109"
"event","i got the job at curtis :)
and i also start workin at moss clinic next thursday too
and 3 day weekend comin up :) wahhhooo mother fuckers :)"
"eventtime","2007-05-22 19:15:00"
"url","http://pancakees.livejournal.com/28074.html"
"userid","11593"
"itemid","108"
"event","<p><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/COOL-1.jpg"" /><br /><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/214wehgdrhdj.jpg"" /><br /><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/1111111eef.jpg"" /><br /><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/SHELLY.jpg"" /><br />Heads up for everyone THAI FOOD SUCKS :)</p>"
"eventtime","2007-05-20 10:46:00"
"url","http://pancakees.livejournal.com/27740.html"
"userid","11593"
"itemid","107"
"event","life is fuckin sick :)"
"eventtime","2007-05-10 16:16:00"
"url","http://pancakees.livejournal.com/27481.html"
"userid","11593"
"itemid","106"
"event","today was sweet :D im drenched in paint from helpin tori paint her room :)
i wanna go to the POOL tomorrow :)"
"eventtime","2007-04-28 20:22:00"
"url","http://pancakees.livejournal.com/27177.html"
"userid","11593"
"itemid","105"
"event","<p>Happy 18th Birthday Ashley Conner! :D<br /><br />lifes mad goooooodddddddddddddddddd yo</p>"
"eventtime","2007-04-25 21:10:00"
"current_moodid","93"
"url","http://pancakees.livejournal.com/27117.html"
"userid","11593"
"itemid","104"
"event","<p>u sons of bitches<br />oar is coming up august 2nd !</p>"
"eventtime","2007-04-25 17:25:00"
"url","http://pancakees.livejournal.com/26789.html"
"userid","11593"
"itemid","103"
"event","&nbsp;<img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/3bce4.jpg"" /><br />sweet<br /><br />the weather looks super nice these next few days :)"
"eventtime","2007-04-21 19:11:00"
"current_moodid","49"
"url","http://pancakees.livejournal.com/26427.html"
"userid","11593"
"itemid","101"
"event","<p>this weekend is gonna be really awesome :D</p>"
"eventtime","2007-04-18 19:28:00"
"url","http://pancakees.livejournal.com/26063.html"
"userid","11593"
"itemid","99"
"event","spring break in session and kickin a lotta ass
im at myrtle beach for the week and wireless internet is really awesome :)"
"eventtime","2007-04-09 15:44:00"
"url","http://pancakees.livejournal.com/25388.html"
"userid","11593"
"itemid","97"
"event","<p><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/34657890-.jpg"" /><br /><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/44444444444.jpg"" /><br /><img alt="""" src=""http://i10.photobucket.com/albums/a150/fluffenutters/324324553214235.jpg"" /><br /><br />trip to richmond to watch FREEE nascar practices and cracker barrel :D<br />it was so awesome and loud and FAST and a good ass time :)</p><p>&nbsp;</p>"
"eventtime","2007-04-04 16:26:00"
"url","http://pancakees.livejournal.com/24842.html"
"userid","11593"
"itemid","96"
"event","beach in 7 days suckas. stokedddddd"
"eventtime","2007-03-30 19:53:00"
"url","http://pancakees.livejournal.com/24764.html"
"userid","11593"
"itemid","94"
